state,name,land_area_sqmi,land_area_sqft,water_area_sqmi
ND,Springbrook city,0.373,10398643,0.000
ND,St. John city,0.442,12322253,0.000
ND,St. Thomas city,1.015,28296576,0.000
ND,Stanley city,4.507,125647949,0.199
ND,Stanton city,0.355,9896832,0.002
ND,Starkweather city,0.130,3624192,0.000
ND,Steele city,0.555,15472512,0.000
ND,Strasburg city,0.291,8112614,0.002
ND,Streeter city,0.357,9952589,0.000
ND,Surrey city,2.112,58879181,0.008
ND,Sutton CDP,0.205,5715072,0.000
ND,Sykeston city,0.395,11011968,0.000
ND,Tappen city,1.049,29244442,0.000
ND,Taylor city,0.501,13967078,0.005
ND,Thompson city,0.432,12043469,0.006
ND,Tioga city,3.380,94228992,0.154
ND,Tolley city,0.125,3484800,0.000
ND,Tolna city,0.752,20964557,0.000
ND,Tower City city,2.049,57122842,0.000
ND,Towner city,0.827,23055437,0.000
ND,Trenton CDP,1.047,29188685,0.000
ND,Turtle Lake city,0.512,14273741,0.019
ND,Tuttle city,0.248,6913843,0.000
ND,Underwood city,1.015,28296576,0.000
ND,Upham city,0.310,8642304,0.000
ND,Valley City city,4.296,119765606,0.004
ND,Velva city,0.964,26874778,0.000
ND,Venturia city,0.111,3094502,0.000
ND,Verona city,0.575,16030080,0.000
ND,Voltaire city,0.486,13548902,0.000
ND,Wahpeton city,5.355,149288832,0.000
ND,Walcott city,1.016,28324454,0.000
ND,Wales city,0.242,6746573,0.004
ND,Walhalla city,1.035,28854144,0.017
ND,Warwick city,0.650,18120960,0.353
ND,Washburn city,1.685,46975104,0.104
ND,Watford City city,8.915,248535936,0.079
ND,West Fargo city,16.175,450933120,0.242
ND,Westhope city,0.323,9004723,0.000
ND,Wheatland CDP,4.012,111848141,0.000
ND,White Earth city,1.498,41761843,0.000
ND,White Shield CDP,3.796,105826406,0.000
ND,Wildrose city,0.290,8084736,0.000
ND,Williston city,25.734,717422746,0.141
ND,Willow City city,0.468,13047091,0.000
ND,Wilton city,0.556,15500390,0.012
ND,Wimbledon city,0.622,17340365,0.000
ND,Wing city,0.638,17786419,0.000
ND,Wishek city,1.435,40005504,0.009
ND,Wolford city,0.180,5018112,0.000
ND,Woodworth city,0.213,5938099,0.004
ND,Wyndmere city,0.860,23975424,0.000
ND,York city,0.209,5826586,0.000
ND,Ypsilanti CDP,0.553,15416755,0.000
ND,Zap city,1.018,28380211,0.002
ND,Zeeland city,0.298,8307763,0.000
NE,Abie village,0.093,2592691,0.000
NE,Adams village,0.594,16559770,0.000
NE,Agnew CDP,0.188,5241139,0.000
NE,Ainsworth city,1.004,27989914,0.000
NE,Albion city,1.184,33008026,0.000
NE,Alda village,0.561,15639782,0.000
NE,Alexandria village,0.404,11262874,0.000
NE,Allen village,0.372,10370765,0.000
NE,Alliance city,4.894,136436890,0.012
NE,Alma city,1.134,31614106,0.000
NE,Alvo village,0.131,3652070,0.000
NE,Ames CDP,0.330,9199872,0.002
NE,Amherst village,0.218,6077491,0.000
NE,Anoka village,0.560,15611904,0.000
NE,Anselmo village,0.266,7415654,0.000
NE,Ansley village,0.638,17786419,0.000
NE,Arapahoe city,0.971,27069926,0.000
NE,Arcadia village,0.571,15918566,0.000
NE,Archer CDP,1.002,27934157,0.000
NE,Arlington village,0.598,16671283,0.000
NE,Arnold village,0.670,18678528,0.000
NE,Arthur village,0.310,8642304,0.000
NE,Ashland city,1.374,38304922,0.025
NE,Ashton village,0.592,16504013,0.000
NE,Aten CDP,1.699,47365402,0.000
NE,Atkinson city,1.636,45609062,0.000
NE,Atlanta village,0.231,6439910,0.000
NE,Auburn city,2.180,60774912,0.000
NE,Aurora city,3.465,96598656,0.037
NE,Avoca village,0.201,5603558,0.000
NE,Axtell village,0.464,12935578,0.000
NE,Ayr village,0.242,6746573,0.000
NE,Bancroft village,0.370,10315008,0.000
NE,Barada village,0.091,2536934,0.000
NE,Barneston village,0.244,6802330,0.001
NE,Bartlett village,0.142,3958733,0.000
NE,Bartley village,0.938,26149939,0.000
NE,Bassett city,0.444,12378010,0.000
NE,Battle Creek city,0.706,19682150,0.000
NE,Bayard city,0.695,19375488,0.000
NE,Bazile Mills village,0.488,13604659,0.000
NE,Beacon View CDP,0.269,7499290,0.163
NE,Beatrice city,9.777,272567117,0.086
NE,Beaver City city,0.854,23808154,0.000
NE,Beaver Crossing village,0.655,18260352,0.006
NE,Beaver Lake CDP,1.518,42319411,0.456
NE,Bee village,0.250,6969600,0.000
NE,Beemer village,0.425,11848320,0.000
NE,Belden village,0.147,4098125,0.000
NE,Belgrade village,0.192,5352653,0.000
NE,Bellevue city,23.589,657623578,0.252
NE,Bellwood village,0.234,6523546,0.000
NE,Belmar CDP,4.582,127738829,0.000
NE,Belvidere village,0.465,12963456,0.000
NE,Benedict village,0.183,5101747,0.000
NE,Benkelman city,1.199,33426202,0.000
NE,Bennet village,0.518,14441011,0.000
NE,Bennington city,0.897,25006925,0.013
NE,Berea CDP,1.193,33258931,0.000
NE,Bertrand village,0.542,15110093,0.000
NE,Berwyn village,0.255,7108992,0.000
NE,Big Springs village,0.443,12350131,0.000
NE,Bladen village,0.359,10008346,0.000
NE,Blair city,5.883,164008627,0.019
NE,Bloomfield city,0.816,22748774,0.000
NE,Bloomington village,0.796,22191206,0.000
NE,Blue Hill city,0.711,19821542,0.000
NE,Blue Springs city,0.782,21800909,0.018
NE,Bow Valley CDP,0.143,3986611,0.000
NE,Boys Town village,0.908,25313587,0.040
NE,Bradshaw village,0.316,8809574,0.000
NE,Brady village,0.328,9144115,0.000
NE,Brainard village,0.311,8670182,0.000
NE,Brewster village,0.089,2481178,0.000
NE,Bridgeport city,1.198,33398323,0.003
NE,Bristow village,0.163,4544179,0.000
NE,Broadwater village,0.157,4376909,0.000
NE,Brock village,0.313,8725939,0.000
NE,Broken Bow city,2.020,56314368,0.000
NE,Brownlee CDP,0.106,2955110,0.000
NE,Brownville village,0.654,18232474,0.000
NE,Brule village,0.309,8614426,0.000
NE,Bruning village,0.341,9506534,0.000
NE,Bruno village,0.267,7443533,0.000
NE,Brunswick village,0.594,16559770,0.000
NE,Buccaneer Bay CDP,1.313,36604339,0.087
NE,Burchard village,0.176,4906598,0.000
NE,Burr village,0.086,2397542,0.000
NE,Burton village,0.105,2927232,0.000
NE,Burwell city,1.049,29244442,0.000
NE,Bushnell village,0.228,6356275,0.000
NE,Butte village,0.470,13102848,0.000
NE,Byron village,0.156,4349030,0.000
NE,Cairo village,0.920,25648128,0.000
NE,Callaway village,0.698,19459123,0.000
NE,Cambridge city,1.331,37106150,0.000
NE,Campbell village,0.413,11513779,0.000
NE,Carleton village,0.793,22107571,0.000
NE,Carroll village,0.152,4237517,0.000
NE,Cedar Bluffs village,0.387,10788941,0.000
NE,Cedar Creek village,0.532,14831309,0.225
NE,Cedar Rapids village,0.359,10008346,0.000
NE,Center village,0.105,2927232,0.000
NE,Central City city,2.435,67883904,0.000
NE,Ceresco village,0.441,12294374,0.001
NE,Chadron city,3.902,108781517,0.000
NE,Chalco CDP,2.688,74937139,0.000
NE,Chambers village,1.018,28380211,0.000
NE,Champion CDP,0.239,6662938,0.007
NE,Chapman village,0.446,12433766,0.000
NE,Chappell city,0.702,19570637,0.000
NE,Cheney CDP,0.141,3930854,0.000
NE,Chester village,0.586,16336742,0.000
NE,Clarks village,0.314,8753818,0.000
NE,Clarkson city,0.791,22051814,0.000
NE,Clatonia village,0.272,7582925,0.000
NE,Clay Center city,0.731,20379110,0.000
NE,Clearwater village,0.368,10259251,0.000
NE,Clinton village,0.094,2620570,0.000
NE,Cody village,1.031,28742630,0.000
NE,Coleridge village,0.504,14050714,0.000
NE,Colon village,0.131,3652070,0.001
NE,Columbus city,10.834,302034586,0.264
NE,Comstock village,0.349,9729562,0.000
NE,Concord village,0.132,3679949,0.000
NE,Cook village,0.173,4822963,0.000
NE,Cordova village,0.249,6941722,0.000
NE,Cornlea village,0.092,2564813,0.000
NE,Cortland village,0.266,7415654,0.000
NE,Cotesfield village,0.524,14608282,0.000
NE,Cowles village,0.556,15500390,0.000
NE,Cozad city,2.616,72929894,0.000
NE,Crab Orchard village,0.159,4432666,0.000
NE,Craig village,0.285,7945344,0.000
NE,Crawford city,1.174,32729242,0.000
NE,Creighton city,1.210,33732864,0.000
NE,Creston village,0.207,5770829,0.000
NE,Crete city,4.010,111792384,0.055
NE,Crofton city,0.640,17842176,0.000
NE,Crookston village,0.435,12127104,0.000
NE,Culbertson village,0.837,23334221,0.000
NE,Curtis city,1.200,33454080,0.000
NE,Cushing village,0.308,8586547,0.000
NE,Dakota City city,1.404,39141274,0.117
NE,Dalton village,0.344,9590170,0.000
NE,Danbury village,0.324,9032602,0.000
NE,Dannebrog village,0.365,10175616,0.000
NE,Davenport village,0.666,18567014,0.000
NE,Davey village,0.156,4349030,0.000
NE,David City city,4.193,116894131,0.036
NE,Dawson village,0.213,5938099,0.002
NE,Daykin village,0.164,4572058,0.000
NE,De Witt village,0.426,11876198,0.000
NE,Decatur village,1.021,28463846,0.002
NE,Denton village,0.122,3401165,0.000
NE,Deshler city,0.508,14162227,0.000
NE,Deweese village,0.126,3512678,0.000
NE,Diller village,0.422,11764685,0.001
NE,Dix village,0.220,6133248,0.000
NE,Dixon village,0.152,4237517,0.000
NE,Dodge village,0.395,11011968,0.000
NE,Doniphan village,0.501,13967078,0.000
NE,Dorchester village,0.500,13939200,0.000
NE,Douglas village,0.220,6133248,0.000
NE,Du Bois village,0.438,12210739,0.000
NE,Dunbar village,0.231,6439910,0.000
NE,Duncan village,0.468,13047091,0.000
NE,Dunning village,0.228,6356275,0.000
NE,Dwight village,0.241,6718694,0.000
NE,Eagle village,0.425,11848320,0.000
NE,Eddyville village,0.276,7694438,0.000
NE,Edgar city,0.790,22023936,0.000
NE,Edison village,0.376,10482278,0.000
NE,Elba village,0.367,10231373,0.000
NE,Elgin city,0.728,20295475,0.000
NE,Elk Creek village,0.130,3624192,0.000
NE,Elm Creek village,0.695,19375488,0.000
NE,Elmwood village,0.451,12573158,0.000
NE,Elsie village,0.173,4822963,0.000
NE,Elwood village,0.551,15360998,0.000
NE,Elyria village,0.266,7415654,0.000
NE,Emerald CDP,0.589,16420378,0.000
NE,Emerson village,0.473,13186483,0.000
NE,Emmet village,0.259,7220506,0.000
NE,Enders CDP,0.131,3652070,0.000
NE,Endicott village,0.458,12768307,0.009
NE,Ericson village,0.375,10454400,0.000
NE,Eustis village,0.423,11792563,0.000
NE,Ewing village,0.491,13688294,0.000
NE,Exeter village,0.633,17647027,0.000
NE,Fairbury city,2.536,70699622,0.004
NE,Fairfield city,0.719,20044570,0.000
NE,Fairmont village,1.151,32088038,0.001
NE,Falls City city,3.330,92835072,0.005
NE,Farnam village,0.673,18762163,0.000
NE,Farwell village,0.173,4822963,0.000
NE,Filley village,0.109,3038746,0.000
NE,Firth village,0.338,9422899,0.000
NE,Fontanelle CDP,0.252,7025357,0.000
NE,Fordyce village,0.148,4126003,0.000
NE,Fort Calhoun city,0.693,19319731,0.000
NE,Foster village,0.223,6216883,0.000
NE,Franklin city,0.992,27655373,0.000
NE,Fremont city,11.136,310453862,0.083
NE,Friend city,0.827,23055437,0.000
NE,Fullerton city,1.342,37412813,0.024
NE,Funk village,0.263,7332019,0.000
NE,Gandy village,0.246,6858086,0.000
NE,Garland village,0.168,4683571,0.000
NE,Garrison village,0.108,3010867,0.000
NE,Geneva city,2.349,65486362,0.000
NE,Genoa city,0.794,22135450,0.008
NE,Gering city,5.578,155505715,0.000
NE,Gibbon city,0.875,24393600,0.000
NE,Gilead village,0.069,1923610,0.000
NE,Giltner village,0.395,11011968,0.004
NE,Glenvil village,0.173,4822963,0.000
NE,Glenwood CDP,2.401,66936038,0.000
NE,Goehner village,0.174,4850842,0.000
NE,Gordon city,0.932,25982669,0.000
NE,Gothenburg city,3.631,101226470,0.045
NE,Grafton village,0.349,9729562,0.000
NE,Grand Island city,30.255,843460992,0.198
NE,Grant city,0.783,21828787,0.000
NE,Greeley Center village,0.619,17256730,0.000
NE,Greenwood village,0.439,12238618,0.001
NE,Gresham village,0.269,7499290,0.000
NE,Gretna city,6.951,193782758,0.097
NE,Gross village,0.128,3568435,0.000
NE,Guide Rock village,0.501,13967078,0.000
NE,Gurley village,0.206,5742950,0.000
NE,Hadar village,0.396,11039846,0.000
NE,Haigler village,0.243,6774451,0.000
NE,Hallam village,0.215,5993856,0.000
NE,Halsey village,0.194,5408410,0.000
NE,Hamlet village,0.311,8670182,0.000
NE,Hampton village,0.358,9980467,0.000
NE,Harbine village,0.105,2927232,0.000
NE,Hardy village,0.607,16922189,0.000
NE,Harrisburg CDP,6.469,180345370,0.000
NE,Harrison village,0.306,8530790,0.000
NE,Hartington city,1.002,27934157,0.000
NE,Harvard city,0.645,17981568,0.000
NE,Hastings city,15.069,420099610,0.177
NE,Hay Springs village,0.376,10482278,0.000
NE,Hayes Center village,0.270,7527168,0.000
NE,Hazard village,0.256,7136870,0.000
NE,Heartwell village,0.073,2035123,0.000
NE,Hebron city,1.522,42430925,0.000
NE,Hemingford village,0.679,18929434,0.000
NE,Henderson city,0.659,18371866,0.001
NE,Hendley village,0.213,5938099,0.000
NE,Henry village,0.209,5826586,0.000
NE,Herman village,0.143,3986611,0.000
NE,Hershey village,0.763,21271219,0.000
NE,Hickman city,1.105,30805632,0.000
NE,Hildreth village,0.572,15946445,0.000
NE,Holbrook village,0.161,4488422,0.000
NE,Holdrege city,4.231,117953510,0.014
NE,Holmesville CDP,0.224,6244762,0.001
NE,Holstein village,0.253,7053235,0.000
NE,Homer village,0.370,10315008,0.000
NE,Hooper city,0.672,18734285,0.011
NE,Hordville village,0.267,7443533,0.000
NE,Hoskins village,0.309,8614426,0.000
NE,Howard City (Boelus) village,0.710,19793664,0.001
NE,Howells village,0.576,16057958,0.000
NE,Hubbard village,0.140,3902976,0.000
NE,Hubbell village,0.312,8698061,0.001
NE,Humboldt city,1.334,37189786,0.000
NE,Humphrey city,0.519,14468890,0.004
NE,Huntley village,0.373,10398643,0.000
NE,Hyannis village,0.521,14524646,0.000
NE,Imperial city,3.025,84332160,0.005
NE,Inavale CDP,0.334,9311386,0.000
NE,Indianola city,1.248,34792243,0.000
NE,Inglewood village,0.294,8196250,0.000
NE,Inland CDP,0.163,4544179,0.000
NE,Inman village,0.286,7973222,0.000
NE,Ithaca village,0.233,6495667,0.000
NE,Jackson village,0.450,12545280,0.000
NE,Jansen village,0.313,8725939,0.000
NE,Johnson village,0.220,6133248,0.000
NE,Johnstown village,0.533,14859187,0.000
NE,Julian village,0.104,2899354,0.000
NE,Juniata village,0.675,18817920,0.000
NE,Kearney city,15.170,422915328,0.275
NE,Kenesaw village,1.057,29467469,0.000
NE,Kennard village,0.276,7694438,0.000
NE,Keystone CDP,0.201,5603558,0.000
NE,Kilgore village,0.448,12489523,0.000
NE,Kimball city,2.294,63953050,0.000
NE,King Lake CDP,0.981,27348710,0.030
NE,Kramer CDP,0.470,13102848,0.000
NE,La Platte CDP,0.264,7359898,0.025
NE,La Vista city,5.636,157122662,0.002
NE,Lake Waconda CDP,0.121,3373286,0.128
NE,Lakeview CDP,0.364,10147738,0.000
NE,Lamar village,0.079,2202394,0.000
NE,Laurel city,1.325,36938880,0.000
NE,Lawrence village,0.415,11569536,0.000
NE,Lebanon village,0.161,4488422,0.000
NE,Leigh village,0.617,17200973,0.011
NE,Lemoyne CDP,0.510,14217984,0.000
NE,Leshara village,0.069,1923610,0.000
NE,Lewellen village,0.370,10315008,0.000
NE,Lewiston village,0.109,3038746,0.000
NE,Lexington city,5.076,141510758,0.029
NE,Liberty village,0.189,5269018,0.000
NE,Lincoln city,102.540,2858651136,1.361
NE,Lindsay village,0.503,14022835,0.006
NE,Lindy CDP,0.998,27822643,0.000
NE,Linoma Beach CDP,0.524,14608282,0.192
NE,Linwood village,0.379,10565914,0.000
NE,Lisco CDP,0.595,16587648,0.000
NE,Litchfield village,0.304,8475034,0.000
NE,Lodgepole village,0.477,13297997,0.000
NE,Long Pine city,0.579,16141594,0.000
NE,Loomis village,0.329,9171994,0.000
NE,Lorenzo CDP,6.836,190576742,0.000
NE,Loretto CDP,0.281,7833830,0.000
NE,Lorton village,0.043,1198771,0.000
NE,Louisville city,0.647,18037325,0.000
NE,Loup City city,0.942,26261453,0.000
NE,Lushton village,0.142,3958733,0.000
NE,Lyman village,0.317,8837453,0.000
NE,Lynch village,0.534,14887066,0.000
NE,Lyons city,0.683,19040947,0.008
NE,Macy CDP,1.595,44466048,0.000
NE,Madison city,1.175,32757120,0.000
NE,Madrid village,1.132,31558349,0.000
NE,Magnet village,0.149,4153882,0.000
NE,Malcolm village,0.152,4237517,0.000
NE,Malmo village,0.136,3791462,0.000
NE,Manley village,0.115,3206016,0.000
NE,Marquette village,0.207,5770829,0.000
NE,Martell CDP,0.191,5324774,0.000
NE,Martin CDP,0.359,10008346,0.000
NE,Martinsburg village,0.104,2899354,0.000
NE,Maskell village,0.157,4376909,0.000
NE,Mason City village,0.474,13214362,0.000
NE,Max CDP,0.221,6161126,0.000
NE,Maxwell village,0.463,12907699,0.000
NE,Maywood village,0.634,17674906,0.000
NE,McCook city,5.724,159575962,0.000
NE,McCool Junction village,0.512,14273741,0.003
NE,McGrew village,0.143,3986611,0.000
NE,McLean village,0.095,2648448,0.000
NE,Mead village,0.609,16977946,0.011
NE,Meadow Grove village,0.305,8502912,0.000
NE,Melbeta village,0.056,1561190,0.000
NE,Melia CDP,1.440,40144896,0.000
NE,Memphis village,0.087,2425421,0.000
NE,Merna village,0.536,14942822,0.000
NE,Merriman village,1.027,28631117,0.000
NE,Milford city,0.794,22135450,0.007
NE,Miller village,0.379,10565914,0.000
NE,Milligan village,0.258,7192627,0.000
NE,Minatare city,0.441,12294374,0.000
NE,Minden city,2.203,61416115,0.000
NE,Mitchell city,0.671,18706406,0.000
NE,Monowi village,0.212,5910221,0.000
NE,Monroe village,0.195,5436288,0.000
NE,Moorefield village,0.167,4655693,0.000
NE,Morrill village,0.617,17200973,0.000
NE,Morse Bluff village,0.177,4934477,0.000
NE,Mullen village,0.413,11513779,0.000
NE,Murdock village,0.129,3596314,0.000
NE,Murray village,0.356,9924710,0.000
NE,Naper village,0.135,3763584,0.000
NE,Naponee village,0.231,6439910,0.000
NE,Nebraska City city,5.027,140144717,0.000
NE,Nehawka village,0.242,6746573,0.000
NE,Neligh city,1.462,40758221,0.011
NE,Nelson city,0.816,22748774,0.000
NE,Nemaha village,0.303,8447155,0.000
NE,Nenzel village,0.311,8670182,0.000
NE,Newcastle village,0.338,9422899,0.000
NE,Newman Grove city,0.553,15416755,0.000
NE,Newport village,0.318,8865331,0.000
NE,Nickerson village,0.380,10593792,0.003
NE,Niobrara village,0.728,20295475,0.000
NE,Nora village,0.380,10593792,0.000
NE,Norfolk city,18.137,505630541,0.393
NE,Norman village,0.093,2592691,0.000
NE,North Bend city,1.142,31837133,0.075
NE,North Loup village,0.409,11402266,0.000
NE,North Platte city,17.147,478030925,0.367
NE,O'Neill city,2.339,65207578,0.000
NE,Oak village,0.152,4237517,0.000
NE,Oakdale village,0.520,14496768,0.000
NE,Oakland city,0.949,26456602,0.000
NE,Obert village,0.073,2035123,0.000
NE,Oconto village,0.203,5659315,0.000
NE,Octavia village,0.164,4572058,0.000
NE,Odell village,0.272,7582925,0.000
NE,Odessa CDP,1.824,50850202,0.000
NE,Offutt AFB CDP,3.966,110565734,0.203
NE,Ogallala city,4.957,138193229,0.061
NE,Ohiowa village,0.249,6941722,0.000
NE,Omaha city,142.984,3986165146,3.611
NE,Ong village,0.287,8001101,0.000
NE,Orchard village,0.395,11011968,0.000
NE,Ord city,2.156,60105830,0.001
NE,Orleans village,0.600,16727040,0.000
NE,Osceola city,0.922,25703885,0.000
NE,Oshkosh city,0.672,18734285,0.000
NE,Osmond city,0.797,22219085,0.003
NE,Otoe village,0.159,4432666,0.000
NE,Overland CDP,0.890,24811776,0.425
NE,Overton village,0.540,15054336,0.000
NE,Oxford village,0.910,25369344,0.000
NE,Page village,0.245,6830208,0.000
NE,Palisade village,0.355,9896832,0.000
NE,Palmer village,0.534,14887066,0.000
NE,Palmyra village,0.340,9478656,0.000
NE,Panama village,0.284,7917466,0.000
NE,Papillion city,12.494,348312730,0.257
NE,Parks CDP,0.176,4906598,0.000
NE,Pawnee City city,1.183,32980147,0.000
NE,Paxton village,1.032,28770509,0.000
NE,Pender village,0.701,19542758,0.000
NE,Peru city,0.526,14664038,0.000
NE,Petersburg village,0.374,10426522,0.000
NE,Phillips village,0.293,8168371,0.000
NE,Pickrell village,0.107,2982989,0.000
NE,Pierce city,0.907,25285709,0.021
NE,Pilger village,0.295,8224128,0.000
NE,Plainview city,1.082,30164429,0.000
NE,Platte Center village,0.299,8335642,0.000
NE,Plattsmouth city,3.314,92389018,0.006
NE,Pleasant Dale village,0.113,3150259,0.000
NE,Pleasanton village,0.346,9645926,0.000
NE,Plymouth village,0.316,8809574,0.000
NE,Polk village,0.489,13632538,0.000
NE,Ponca city,0.769,21438490,0.000
NE,Poole CDP,2.701,75299558,0.050
NE,Potter village,1.439,40117018,0.000
NE,Prague village,0.326,9088358,0.000
NE,Prairie Home CDP,0.457,12740429,0.000
NE,Preston CDP,0.057,1589069,0.000
NE,Primrose village,0.277,7722317,0.000
NE,Princeton CDP,0.290,8084736,0.000
NE,Prosser village,0.245,6830208,0.000
NE,Raeville CDP,0.050,1393920,0.000
NE,Ragan village,0.253,7053235,0.000
NE,Ralston city,1.634,45553306,0.002
NE,Randolph city,1.075,29969280,0.000
NE,Ravenna city,1.562,43546061,0.007
NE,Raymond village,0.131,3652070,0.000
NE,Red Cloud city,1.027,28631117,0.000
NE,Republican City village,0.325,9060480,0.000
NE,Reynolds village,0.251,6997478,0.000
NE,Richfield CDP,1.511,42124262,0.000
NE,Richland village,0.214,5965978,0.000
NE,Rising City village,0.359,10008346,0.001
NE,Riverdale village,0.264,7359898,0.000
NE,Riverton village,0.393,10956211,0.000
NE,Roca village,0.139,3875098,0.000
NE,Rockville village,0.222,6189005,0.000
NE,Rogers village,0.193,5380531,0.000
NE,Rosalie village,0.196,5464166,0.000
NE,Roscoe CDP,0.157,4376909,0.000
NE,Roseland village,0.276,7694438,0.000
NE,Royal village,0.142,3958733,0.000
NE,Rulo village,0.627,17479757,0.000
NE,Rushville city,1.150,32060160,0.000
NE,Ruskin village,0.418,11653171,0.000
NE,Salem village,0.621,17312486,0.000
NE,Santee village,0.564,15723418,0.000
NE,Sarben CDP,0.157,4376909,0.000
NE,Sargent city,1.085,30248064,0.000
NE,Saronville village,0.149,4153882,0.000
NE,Schuyler city,2.735,76247424,0.085
NE,Scotia village,0.347,9673805,0.000
NE,Scottsbluff city,6.666,185837414,0.045
NE,Scribner city,0.651,18148838,0.015
NE,Seneca CDP,0.295,8224128,0.000
NE,Seward city,4.459,124309786,0.039
NE,Shelby village,0.539,15026458,0.001
NE,Shelton village,0.964,26874778,0.000
NE,Shickley village,0.306,8530790,0.000
NE,Sholes village,0.138,3847219,0.000
NE,Shubert village,0.210,5854464,0.000
NE,Sidney city,7.485,208669824,0.000
NE,Silver Creek village,0.276,7694438,0.000
NE,Smithfield village,0.169,4711450,0.000
NE,Snyder village,0.485,13521024,0.000
NE,South Bend village,0.074,2063002,0.000
NE,South Sioux City city,6.817,190047053,0.251
NE,Spalding village,0.321,8948966,0.000
NE,Spencer village,0.598,16671283,0.001
NE,Sprague village,0.104,2899354,0.000
NE,Springfield city,1.618,45107251,0.000
NE,Springview village,0.664,18511258,0.000
NE,St. Edward city,0.658,18343987,0.000
NE,St. Helena village,0.444,12378010,0.000
NE,St. Libory CDP,0.332,9255629,0.000
NE,St. Paul city,1.255,34987392,0.000
NE,Stamford village,0.474,13214362,0.000
NE,Stanton city,1.739,48480538,0.000
NE,Staplehurst village,0.125,3484800,0.000
NE,Stapleton village,0.251,6997478,0.000
NE,Steele City village,0.233,6495667,0.000
NE,Steinauer village,0.133,3707827,0.000
NE,Stella village,0.175,4878720,0.000
NE,Sterling village,0.396,11039846,0.000
NE,Stockham village,0.169,4711450,0.000
NE,Stockville village,0.262,7304141,0.000
NE,Strang village,0.124,3456922,0.000
NE,Stratton village,0.498,13883443,0.000
NE,Stromsburg city,1.012,28212941,0.001
NE,Stuart village,1.367,38109773,0.000
NE,Sumner village,0.295,8224128,0.000
NE,Sunol CDP,2.187,60970061,0.002
NE,Superior city,2.201,61360358,0.000
NE,Surprise village,0.391,10900454,0.006
NE,Sutherland village,1.301,36269798,0.000
NE,Sutton city,1.854,51686554,0.004
NE,Swanton village,0.201,5603558,0.000
NE,Syracuse city,1.277,35600717,0.000
NE,Table Rock village,0.587,16364621,0.000
NE,Talmage village,0.164,4572058,0.000
NE,Tamora CDP,0.988,27543859,0.007
NE,Tarnov village,0.032,892109,0.000
NE,Taylor village,0.261,7276262,0.000
NE,Tecumseh city,1.511,42124262,0.000
NE,Tekamah city,1.572,43824845,0.016
NE,Terrytown city,0.474,13214362,0.035
NE,Thayer village,0.282,7861709,0.000
NE,Thedford village,0.240,6690816,0.000
NE,Thurston village,0.283,7889587,0.000
NE,Tilden city,0.776,21633638,0.000
NE,Tobias village,0.262,7304141,0.000
NE,Trenton village,0.582,16225229,0.000
NE,Trumbull village,0.431,12015590,0.000
NE,Tryon CDP,1.190,33175296,0.000
NE,Uehling village,0.224,6244762,0.000
NE,Ulysses village,0.217,6049613,0.000
NE,Unadilla village,0.319,8893210,0.000
NE,Union village,0.182,5073869,0.000
NE,Upland village,0.431,12015590,0.000
NE,Utica village,0.461,12851942,0.000
NE,Valentine city,3.030,84471552,0.011
NE,Valley city,5.323,148396723,1.145
NE,Valparaiso village,0.563,15695539,0.000
NE,Venango village,0.757,21103949,0.000
NE,Venice CDP,0.473,13186483,0.127
NE,Verdel village,0.173,4822963,0.000
NE,Verdigre village,0.548,15277363,0.015
NE,Verdon village,0.237,6607181,0.000
NE,Virginia village,0.099,2759962,0.000
NE,Waco village,0.252,7025357,0.000
NE,Wahoo city,2.983,83161267,0.001
NE,Wakefield city,1.062,29606861,0.071
NE,Wallace village,0.712,19849421,0.000
NE,Walthill village,0.428,11931955,0.000
NE,Walton CDP,3.464,96570778,0.000
NE,Wann CDP,1.490,41538816,0.011
NE,Washington village,0.209,5826586,0.000
NE,Waterbury village,0.138,3847219,0.000
NE,Waterloo village,0.933,26010547,0.000
NE,Wauneta village,0.777,21661517,0.000
NE,Wausa village,0.524,14608282,0.000
NE,Waverly city,2.455,68441472,0.000
NE,Wayne city,2.906,81014630,0.044
NE,Weeping Water city,1.062,29606861,0.000
NE,Wellfleet village,0.271,7555046,0.000
NE,West Point city,2.875,80150400,0.012
NE,Western village,0.486,13548902,0.000
NE,Westerville CDP,0.131,3652070,0.000
NE,Weston village,0.223,6216883,0.000
NE,White Clay CDP,0.071,1979366,0.000
NE,Whitney village,0.158,4404787,0.000
NE,Wilber city,0.886,24700262,0.004
NE,Wilcox village,0.499,13911322,0.000
NE,Willow Island CDP,2.814,78449818,0.000
NE,Wilsonville village,0.267,7443533,0.000
NE,Winnebago village,0.321,8948966,0.000
NE,Winnetoon village,0.290,8084736,0.000
NE,Winside village,0.261,7276262,0.000
NE,Winslow village,0.145,4042368,0.000
NE,Wisner city,1.229,34262554,0.027
NE,Wolbach village,0.686,19124582,0.013
NE,Wood Lake village,0.317,8837453,0.010
NE,Wood River city,1.165,32478336,0.000
NE,Woodland Hills CDP,0.360,10036224,0.006
NE,Woodland Park CDP,1.564,43601818,0.000
NE,Wymore city,1.787,49818701,0.027
NE,Wynot village,0.184,5129626,0.000
NE,Yankee Hill CDP,3.387,94424141,0.000
NE,York city,6.566,183049574,0.028
NE,Yutan city,0.574,16002202,0.000
